TOP.5c910dba.00065016	START
TOP.5c928d3d.0008a321	user_options->segment_size	33554432
TOP.5c928d3d.0008a321	user_options->self_test_disable	0
TOP.5c928d3d.0008a321	user_options->slow_candidates	0
TOP.5c928d3d.0008a321	user_options->show	0
TOP.5c928d3d.0008a321	user_options->speed_only	0
TOP.5c928d3d.0008a321	user_options->status	0
TOP.5c928d3d.0008a321	user_options->status_timer	10
TOP.5c928d3d.0008a321	user_options->stdout_flag	0
TOP.5c928d3d.0008a321	user_options->usage	0
TOP.5c928d3d.0008a321	user_options->username	0
TOP.5c928d3d.0008a321	user_options->veracrypt_pim	0
TOP.5c928d3d.0008a321	user_options->version	0
TOP.5c928d3d.0008a321	user_options->workload_profile	2
TOP.5c928d3d.0008a321	user_options->brain_client	0
TOP.5c928d3d.0008a321	user_options->brain_client_features	3
TOP.5c928d3d.0008a321	user_options->brain_server	0
TOP.5c928d3d.0008a321	user_options->brain_port	6863
TOP.5c928d3d.0008a321	user_options->brain_session	0
TOP.5c928d3d.0008a321	hashes->hashfile	hashes.txt
TOP.5c928d3d.0008a321	hashes->hashlist_mode	4
TOP.5c928d3d.0008a321	hashes->hashlist_format	0
TOP.5c928d3d.0008a321	hashes->hashes_cnt	0
TOP.5c928d3d.0008a321	hashes->digests_cnt	3
TOP.5c928d3d.0008a321	hashes->digests_done	0
TOP.5c928d3d.0008a321	hashes->salts_cnt	1
TOP.5c928d3d.0008a321	hashes->salts_done	0
TOP.5c928d3d.0008a321	SUB.5c928d3f.0008a7b6	START
TOP.5c928d3d.0008a321	SUB.5c928d3f.0008a7b6	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c928d3d.0008a321	SUB.5c928d3f.0008a7b6	runtime_start	1553108288
TOP.5c928d3d.0008a321	SUB.5c928d3f.0008a7b6	runtime_stop	1553108288
TOP.5c928d3d.0008a321	SUB.5c928d3f.0008a7b6	status-after-work	6
TOP.5c928d3d.0008a321	SUB.5c928d3f.0008a7b6	STOP
TOP.5c928d3d.0008a321	proc_start	1553108285
TOP.5c928d3d.0008a321	proc_stop	1553108289
TOP.5c928d3d.0008a321	STOP
TOP.5c928f31.000b5a1a	START
TOP.5c928f31.000b5a1a	user_options->separator	:
TOP.5c928f31.000b5a1a	user_options->encoding_from	utf-8
TOP.5c928f31.000b5a1a	user_options->encoding_to	utf-8
TOP.5c928f31.000b5a1a	user_options->outfile	cracked.txt
TOP.5c928f31.000b5a1a	user_options->rule_buf_l	:
TOP.5c928f31.000b5a1a	user_options->rule_buf_r	:
TOP.5c928f31.000b5a1a	user_options->session	hashcat
TOP.5c928f31.000b5a1a	user_options->limit	0
TOP.5c928f31.000b5a1a	user_options->skip	0
TOP.5c928f31.000b5a1a	user_options->attack_mode	0
TOP.5c928f31.000b5a1a	user_options->benchmark	0
TOP.5c928f31.000b5a1a	user_options->benchmark_all	0
TOP.5c928f31.000b5a1a	user_options->bitmap_max	24
TOP.5c928f31.000b5a1a	user_options->bitmap_min	16
TOP.5c928f31.000b5a1a	user_options->debug_mode	0
TOP.5c928f31.000b5a1a	user_options->example_hashes	0
TOP.5c928f31.000b5a1a	user_options->force	0
TOP.5c928f31.000b5a1a	user_options->gpu_temp_abort	90
TOP.5c928f31.000b5a1a	user_options->gpu_temp_disable	0
TOP.5c928f31.000b5a1a	user_options->hash_mode	0
TOP.5c928f31.000b5a1a	user_options->hex_charset	0
TOP.5c928f31.000b5a1a	user_options->hex_salt	0
TOP.5c928f31.000b5a1a	user_options->hex_wordlist	0
TOP.5c928f31.000b5a1a	user_options->increment	0
TOP.5c928f31.000b5a1a	user_options->increment_max	256
TOP.5c928f31.000b5a1a	user_options->increment_min	1
TOP.5c928f31.000b5a1a	user_options->keep_guessing	0
TOP.5c928f31.000b5a1a	user_options->kernel_accel	0
TOP.5c928f31.000b5a1a	user_options->kernel_loops	0
TOP.5c928f31.000b5a1a	user_options->keyspace	0
TOP.5c928f31.000b5a1a	user_options->left	0
TOP.5c928f31.000b5a1a	user_options->logfile_disable	0
TOP.5c928f31.000b5a1a	user_options->loopback	0
TOP.5c928f31.000b5a1a	user_options->machine_readable	0
TOP.5c928f31.000b5a1a	user_options->markov_classic	0
TOP.5c928f31.000b5a1a	user_options->markov_disable	0
TOP.5c928f31.000b5a1a	user_options->markov_threshold	256
TOP.5c928f31.000b5a1a	user_options->nvidia_spin_damp	100
TOP.5c928f31.000b5a1a	user_options->opencl_info	0
TOP.5c928f31.000b5a1a	user_options->opencl_vector_width	0
TOP.5c928f31.000b5a1a	user_options->optimized_kernel_enable	0
TOP.5c928f31.000b5a1a	user_options->outfile_autohex	1
TOP.5c928f31.000b5a1a	user_options->outfile_check_timer	5
TOP.5c928f31.000b5a1a	user_options->outfile_format	3
TOP.5c928f31.000b5a1a	user_options->wordlist_autohex_disable	0
TOP.5c928f31.000b5a1a	user_options->potfile_disable	0
TOP.5c928f31.000b5a1a	user_options->progress_only	0
TOP.5c928f31.000b5a1a	user_options->quiet	0
TOP.5c928f31.000b5a1a	user_options->remove	0
TOP.5c928f31.000b5a1a	user_options->remove_timer	60
TOP.5c928f31.000b5a1a	user_options->restore	0
TOP.5c928f31.000b5a1a	user_options->restore_disable	0
TOP.5c928f31.000b5a1a	user_options->restore_timer	60
TOP.5c928f31.000b5a1a	user_options->rp_files_cnt	0
TOP.5c928f31.000b5a1a	user_options->rp_gen	0
TOP.5c928f31.000b5a1a	user_options->rp_gen_func_max	4
TOP.5c928f31.000b5a1a	user_options->rp_gen_func_min	1
TOP.5c928f31.000b5a1a	user_options->rp_gen_seed	0
TOP.5c928f31.000b5a1a	user_options->runtime	0
TOP.5c928f31.000b5a1a	user_options->scrypt_tmto	0
TOP.5c928f31.000b5a1a	user_options->segment_size	33554432
TOP.5c928f31.000b5a1a	user_options->self_test_disable	0
TOP.5c928f31.000b5a1a	user_options->slow_candidates	0
TOP.5c928f31.000b5a1a	user_options->show	0
TOP.5c928f31.000b5a1a	user_options->speed_only	0
TOP.5c928f31.000b5a1a	user_options->status	0
TOP.5c928f31.000b5a1a	user_options->status_timer	10
TOP.5c928f31.000b5a1a	user_options->stdout_flag	0
TOP.5c928f31.000b5a1a	user_options->usage	0
TOP.5c928f31.000b5a1a	user_options->username	0
TOP.5c928f31.000b5a1a	user_options->veracrypt_pim	0
TOP.5c928f31.000b5a1a	user_options->version	0
TOP.5c928f31.000b5a1a	user_options->workload_profile	2
TOP.5c928f31.000b5a1a	user_options->brain_client	0
TOP.5c928f31.000b5a1a	user_options->brain_client_features	3
TOP.5c928f31.000b5a1a	user_options->brain_server	0
TOP.5c928f31.000b5a1a	user_options->brain_port	6863
TOP.5c928f31.000b5a1a	user_options->brain_session	0
TOP.5c928f31.000b5a1a	hashes->hashfile	hashes.txt
TOP.5c928f31.000b5a1a	hashes->hashlist_mode	4
TOP.5c928f31.000b5a1a	hashes->hashlist_format	0
TOP.5c928f31.000b5a1a	hashes->hashes_cnt	0
TOP.5c928f31.000b5a1a	hashes->digests_cnt	2
TOP.5c928f31.000b5a1a	hashes->digests_done	0
TOP.5c928f31.000b5a1a	hashes->salts_cnt	1
TOP.5c928f31.000b5a1a	hashes->salts_done	0
TOP.5c928f31.000b5a1a	SUB.5c928f33.0009d25c	START
TOP.5c928f31.000b5a1a	SUB.5c928f33.0009d25c	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c928f31.000b5a1a	SUB.5c928f33.0009d25c	runtime_start	1553108788
TOP.5c928f31.000b5a1a	SUB.5c928f33.0009d25c	runtime_stop	1553108788
TOP.5c928f31.000b5a1a	SUB.5c928f33.0009d25c	status-after-work	6
TOP.5c928f31.000b5a1a	SUB.5c928f33.0009d25c	STOP
TOP.5c928f31.000b5a1a	proc_start	1553108785
TOP.5c928f31.000b5a1a	proc_stop	1553108789
TOP.5c928f31.000b5a1a	STOP
TOP.5c929c17.000aece8	START
TOP.5c929c17.000aece8	user_options->separator	:
TOP.5c929c17.000aece8	user_options->encoding_from	utf-8
TOP.5c929c17.000aece8	user_options->encoding_to	utf-8
TOP.5c929c17.000aece8	user_options->outfile	cracked.txt
TOP.5c929c17.000aece8	user_options->rule_buf_l	:
TOP.5c929c17.000aece8	user_options->rule_buf_r	:
TOP.5c929c17.000aece8	user_options->session	hashcat
TOP.5c929c17.000aece8	user_options->limit	0
TOP.5c929c17.000aece8	user_options->skip	0
TOP.5c929c17.000aece8	user_options->attack_mode	0
TOP.5c929c17.000aece8	user_options->benchmark	0
TOP.5c929c17.000aece8	user_options->benchmark_all	0
TOP.5c929c17.000aece8	user_options->bitmap_max	24
TOP.5c929c17.000aece8	user_options->bitmap_min	16
TOP.5c929c17.000aece8	user_options->debug_mode	0
TOP.5c929c17.000aece8	user_options->example_hashes	0
TOP.5c929c17.000aece8	user_options->force	0
TOP.5c929c17.000aece8	user_options->gpu_temp_abort	90
TOP.5c929c17.000aece8	user_options->gpu_temp_disable	0
TOP.5c929c17.000aece8	user_options->hash_mode	0
TOP.5c929c17.000aece8	user_options->hex_charset	0
TOP.5c929c17.000aece8	user_options->hex_salt	0
TOP.5c929c17.000aece8	user_options->hex_wordlist	0
TOP.5c929c17.000aece8	user_options->increment	0
TOP.5c929c17.000aece8	user_options->increment_max	256
TOP.5c929c17.000aece8	user_options->increment_min	1
TOP.5c929c17.000aece8	user_options->keep_guessing	0
TOP.5c929c17.000aece8	user_options->kernel_accel	0
TOP.5c929c17.000aece8	user_options->kernel_loops	0
TOP.5c929c17.000aece8	user_options->keyspace	0
TOP.5c929c17.000aece8	user_options->left	0
TOP.5c929c17.000aece8	user_options->logfile_disable	0
TOP.5c929c17.000aece8	user_options->loopback	0
TOP.5c929c17.000aece8	user_options->machine_readable	0
TOP.5c929c17.000aece8	user_options->markov_classic	0
TOP.5c929c17.000aece8	user_options->markov_disable	0
TOP.5c929c17.000aece8	user_options->markov_threshold	256
TOP.5c929c17.000aece8	user_options->nvidia_spin_damp	100
TOP.5c929c17.000aece8	user_options->opencl_info	0
TOP.5c929c17.000aece8	user_options->opencl_vector_width	0
TOP.5c929c17.000aece8	user_options->optimized_kernel_enable	0
TOP.5c929c17.000aece8	user_options->outfile_autohex	1
TOP.5c929c17.000aece8	user_options->outfile_check_timer	5
TOP.5c929c17.000aece8	user_options->outfile_format	3
TOP.5c929c17.000aece8	user_options->wordlist_autohex_disable	0
TOP.5c929c17.000aece8	user_options->potfile_disable	0
TOP.5c929c17.000aece8	user_options->progress_only	0
TOP.5c929c17.000aece8	user_options->quiet	0
TOP.5c929c17.000aece8	user_options->remove	0
TOP.5c929c17.000aece8	user_options->remove_timer	60
TOP.5c929c17.000aece8	user_options->restore	0
TOP.5c929c17.000aece8	user_options->restore_disable	0
TOP.5c929c17.000aece8	user_options->restore_timer	60
TOP.5c929c17.000aece8	user_options->rp_files_cnt	0
TOP.5c929c17.000aece8	user_options->rp_gen	0
TOP.5c929c17.000aece8	user_options->rp_gen_func_max	4
TOP.5c929c17.000aece8	user_options->rp_gen_func_min	1
TOP.5c929c17.000aece8	user_options->rp_gen_seed	0
TOP.5c929c17.000aece8	user_options->runtime	0
TOP.5c929c17.000aece8	user_options->scrypt_tmto	0
TOP.5c929c17.000aece8	user_options->segment_size	33554432
TOP.5c929c17.000aece8	user_options->self_test_disable	0
TOP.5c929c17.000aece8	user_options->slow_candidates	0
TOP.5c929c17.000aece8	user_options->show	0
TOP.5c929c17.000aece8	user_options->speed_only	0
TOP.5c929c17.000aece8	user_options->status	0
TOP.5c929c17.000aece8	user_options->status_timer	10
TOP.5c929c17.000aece8	user_options->stdout_flag	0
TOP.5c929c17.000aece8	user_options->usage	0
TOP.5c929c17.000aece8	user_options->username	0
TOP.5c929c17.000aece8	user_options->veracrypt_pim	0
TOP.5c929c17.000aece8	user_options->version	0
TOP.5c929c17.000aece8	user_options->workload_profile	2
TOP.5c929c17.000aece8	user_options->brain_client	0
TOP.5c929c17.000aece8	user_options->brain_client_features	3
TOP.5c929c17.000aece8	user_options->brain_server	0
TOP.5c929c17.000aece8	user_options->brain_port	6863
TOP.5c929c17.000aece8	user_options->brain_session	0
TOP.5c929c17.000aece8	hashes->hashfile	hashes.txt
TOP.5c929c17.000aece8	hashes->hashlist_mode	4
TOP.5c929c17.000aece8	hashes->hashlist_format	0
TOP.5c929c17.000aece8	hashes->hashes_cnt	0
TOP.5c929c17.000aece8	hashes->digests_cnt	3
TOP.5c929c17.000aece8	hashes->digests_done	0
TOP.5c929c17.000aece8	hashes->salts_cnt	1
TOP.5c929c17.000aece8	hashes->salts_done	0
TOP.5c929c17.000aece8	SUB.5c929c19.0009096c	START
TOP.5c929c17.000aece8	SUB.5c929c19.0009096c	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c929c17.000aece8	SUB.5c929c19.0009096c	runtime_start	1553112090
TOP.5c929c17.000aece8	SUB.5c929c19.0009096c	runtime_stop	1553112090
TOP.5c929c17.000aece8	SUB.5c929c19.0009096c	status-after-work	6
TOP.5c929c17.000aece8	SUB.5c929c19.0009096c	STOP
TOP.5c929c17.000aece8	proc_start	1553112087
TOP.5c929c17.000aece8	proc_stop	1553112091
TOP.5c929c17.000aece8	STOP
TOP.5c929c5d.000223ac	START
TOP.5c929c5d.000223ac	user_options->separator	:
TOP.5c929c5d.000223ac	user_options->encoding_from	utf-8
TOP.5c929c5d.000223ac	user_options->encoding_to	utf-8
TOP.5c929c5d.000223ac	user_options->outfile	cracked.txt
TOP.5c929c5d.000223ac	user_options->rule_buf_l	:
TOP.5c929c5d.000223ac	user_options->rule_buf_r	:
TOP.5c929c5d.000223ac	user_options->session	hashcat
TOP.5c929c5d.000223ac	user_options->limit	0
TOP.5c929c5d.000223ac	user_options->skip	0
TOP.5c929c5d.000223ac	user_options->attack_mode	0
TOP.5c929c5d.000223ac	user_options->benchmark	0
TOP.5c929c5d.000223ac	user_options->benchmark_all	0
TOP.5c929c5d.000223ac	user_options->bitmap_max	24
TOP.5c929c5d.000223ac	user_options->bitmap_min	16
TOP.5c929c5d.000223ac	user_options->debug_mode	0
TOP.5c929c5d.000223ac	user_options->example_hashes	0
TOP.5c929c5d.000223ac	user_options->force	0
TOP.5c929c5d.000223ac	user_options->gpu_temp_abort	90
TOP.5c929c5d.000223ac	user_options->gpu_temp_disable	0
TOP.5c929c5d.000223ac	user_options->hash_mode	0
TOP.5c929c5d.000223ac	user_options->hex_charset	0
TOP.5c929c5d.000223ac	user_options->hex_salt	0
TOP.5c929c5d.000223ac	user_options->hex_wordlist	0
TOP.5c929c5d.000223ac	user_options->increment	0
TOP.5c929c5d.000223ac	user_options->increment_max	256
TOP.5c929c5d.000223ac	user_options->increment_min	1
TOP.5c929c5d.000223ac	user_options->keep_guessing	0
TOP.5c929c5d.000223ac	user_options->kernel_accel	0
TOP.5c929c5d.000223ac	user_options->kernel_loops	0
TOP.5c929c5d.000223ac	user_options->keyspace	0
TOP.5c929c5d.000223ac	user_options->left	0
TOP.5c929c5d.000223ac	user_options->logfile_disable	0
TOP.5c929c5d.000223ac	user_options->loopback	0
TOP.5c929c5d.000223ac	user_options->machine_readable	0
TOP.5c929c5d.000223ac	user_options->markov_classic	0
TOP.5c929c5d.000223ac	user_options->markov_disable	0
TOP.5c929c5d.000223ac	user_options->markov_threshold	256
TOP.5c929c5d.000223ac	user_options->nvidia_spin_damp	100
TOP.5c929c5d.000223ac	user_options->opencl_info	0
TOP.5c929c5d.000223ac	user_options->opencl_vector_width	0
TOP.5c929c5d.000223ac	user_options->optimized_kernel_enable	0
TOP.5c929c5d.000223ac	user_options->outfile_autohex	1
TOP.5c929c5d.000223ac	user_options->outfile_check_timer	5
TOP.5c929c5d.000223ac	user_options->outfile_format	3
TOP.5c929c5d.000223ac	user_options->wordlist_autohex_disable	0
TOP.5c929c5d.000223ac	user_options->potfile_disable	0
TOP.5c929c5d.000223ac	user_options->progress_only	0
TOP.5c929c5d.000223ac	user_options->quiet	0
TOP.5c929c5d.000223ac	user_options->remove	0
TOP.5c929c5d.000223ac	user_options->remove_timer	60
TOP.5c929c5d.000223ac	user_options->restore	0
TOP.5c929c5d.000223ac	user_options->restore_disable	0
TOP.5c929c5d.000223ac	user_options->restore_timer	60
TOP.5c929c5d.000223ac	user_options->rp_files_cnt	0
TOP.5c929c5d.000223ac	user_options->rp_gen	0
TOP.5c929c5d.000223ac	user_options->rp_gen_func_max	4
TOP.5c929c5d.000223ac	user_options->rp_gen_func_min	1
TOP.5c929c5d.000223ac	user_options->rp_gen_seed	0
TOP.5c929c5d.000223ac	user_options->runtime	0
TOP.5c929c5d.000223ac	user_options->scrypt_tmto	0
TOP.5c929c5d.000223ac	user_options->segment_size	33554432
TOP.5c929c5d.000223ac	user_options->self_test_disable	0
TOP.5c929c5d.000223ac	user_options->slow_candidates	0
TOP.5c929c5d.000223ac	user_options->show	0
TOP.5c929c5d.000223ac	user_options->speed_only	0
TOP.5c929c5d.000223ac	user_options->status	0
TOP.5c929c5d.000223ac	user_options->status_timer	10
TOP.5c929c5d.000223ac	user_options->stdout_flag	0
TOP.5c929c5d.000223ac	user_options->usage	0
TOP.5c929c5d.000223ac	user_options->username	0
TOP.5c929c5d.000223ac	user_options->veracrypt_pim	0
TOP.5c929c5d.000223ac	user_options->version	0
TOP.5c929c5d.000223ac	user_options->workload_profile	2
TOP.5c929c5d.000223ac	user_options->brain_client	0
TOP.5c929c5d.000223ac	user_options->brain_client_features	3
TOP.5c929c5d.000223ac	user_options->brain_server	0
TOP.5c929c5d.000223ac	user_options->brain_port	6863
TOP.5c929c5d.000223ac	user_options->brain_session	0
TOP.5c929c5d.000223ac	hashes->hashfile	hashes.txt
TOP.5c929c5d.000223ac	hashes->hashlist_mode	4
TOP.5c929c5d.000223ac	hashes->hashlist_format	0
TOP.5c929c5d.000223ac	hashes->hashes_cnt	0
TOP.5c929c5d.000223ac	hashes->digests_cnt	1
TOP.5c929c5d.000223ac	hashes->digests_done	0
TOP.5c929c5d.000223ac	hashes->salts_cnt	1
TOP.5c929c5d.000223ac	hashes->salts_done	0
TOP.5c929c5d.000223ac	SUB.5c929c5f.0002067c	START
TOP.5c929c5d.000223ac	SUB.5c929c5f.0002067c	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c929c5d.000223ac	SUB.5c929c5f.0002067c	runtime_start	1553112159
TOP.5c929c5d.000223ac	SUB.5c929c5f.0002067c	runtime_stop	1553112159
TOP.5c929c5d.000223ac	SUB.5c929c5f.0002067c	status-after-work	6
TOP.5c929c5d.000223ac	SUB.5c929c5f.0002067c	STOP
TOP.5c929c5d.000223ac	proc_start	1553112157
TOP.5c929c5d.000223ac	proc_stop	1553112160
TOP.5c929c5d.000223ac	STOP
TOP.5c92d46a.00031396	START
TOP.5c92d46a.00031396	user_options->separator	:
TOP.5c92d46a.00031396	user_options->encoding_from	utf-8
TOP.5c92d46a.00031396	user_options->encoding_to	utf-8
TOP.5c92d46a.00031396	user_options->outfile	cracked.txt
TOP.5c92d46a.00031396	user_options->rule_buf_l	:
TOP.5c92d46a.00031396	user_options->rule_buf_r	:
TOP.5c92d46a.00031396	user_options->session	hashcat
TOP.5c92d46a.00031396	user_options->limit	0
TOP.5c92d46a.00031396	user_options->skip	0
TOP.5c92d46a.00031396	user_options->attack_mode	0
TOP.5c92d46a.00031396	user_options->benchmark	0
TOP.5c92d46a.00031396	user_options->benchmark_all	0
TOP.5c92d46a.00031396	user_options->bitmap_max	24
TOP.5c92d46a.00031396	user_options->bitmap_min	16
TOP.5c92d46a.00031396	user_options->debug_mode	0
TOP.5c92d46a.00031396	user_options->example_hashes	0
TOP.5c92d46a.00031396	user_options->force	0
TOP.5c92d46a.00031396	user_options->gpu_temp_abort	90
TOP.5c92d46a.00031396	user_options->gpu_temp_disable	0
TOP.5c92d46a.00031396	user_options->hash_mode	0
TOP.5c92d46a.00031396	user_options->hex_charset	0
TOP.5c92d46a.00031396	user_options->hex_salt	0
TOP.5c92d46a.00031396	user_options->hex_wordlist	0
TOP.5c92d46a.00031396	user_options->increment	0
TOP.5c92d46a.00031396	user_options->increment_max	256
TOP.5c92d46a.00031396	user_options->increment_min	1
TOP.5c92d46a.00031396	user_options->keep_guessing	0
TOP.5c92d46a.00031396	user_options->kernel_accel	0
TOP.5c92d46a.00031396	user_options->kernel_loops	0
TOP.5c92d46a.00031396	user_options->keyspace	0
TOP.5c92d46a.00031396	user_options->left	0
TOP.5c92d46a.00031396	user_options->logfile_disable	0
TOP.5c92d46a.00031396	user_options->loopback	0
TOP.5c92d46a.00031396	user_options->machine_readable	0
TOP.5c92d46a.00031396	user_options->markov_classic	0
TOP.5c92d46a.00031396	user_options->markov_disable	0
TOP.5c92d46a.00031396	user_options->markov_threshold	256
TOP.5c92d46a.00031396	user_options->nvidia_spin_damp	100
TOP.5c92d46a.00031396	user_options->opencl_info	0
TOP.5c92d46a.00031396	user_options->opencl_vector_width	0
TOP.5c92d46a.00031396	user_options->optimized_kernel_enable	0
TOP.5c92d46a.00031396	user_options->outfile_autohex	1
TOP.5c92d46a.00031396	user_options->outfile_check_timer	5
TOP.5c92d46a.00031396	user_options->outfile_format	3
TOP.5c92d46a.00031396	user_options->wordlist_autohex_disable	0
TOP.5c92d46a.00031396	user_options->potfile_disable	0
TOP.5c92d46a.00031396	user_options->progress_only	0
TOP.5c92d46a.00031396	user_options->quiet	0
TOP.5c92d46a.00031396	user_options->remove	0
TOP.5c92d46a.00031396	user_options->remove_timer	60
TOP.5c92d46a.00031396	user_options->restore	0
TOP.5c92d46a.00031396	user_options->restore_disable	0
TOP.5c92d46a.00031396	user_options->restore_timer	60
TOP.5c92d46a.00031396	user_options->rp_files_cnt	0
TOP.5c92d46a.00031396	user_options->rp_gen	0
TOP.5c92d46a.00031396	user_options->rp_gen_func_max	4
TOP.5c92d46a.00031396	user_options->rp_gen_func_min	1
TOP.5c92d46a.00031396	user_options->rp_gen_seed	0
TOP.5c92d46a.00031396	user_options->runtime	0
TOP.5c92d46a.00031396	user_options->scrypt_tmto	0
TOP.5c92d46a.00031396	user_options->segment_size	33554432
TOP.5c92d46a.00031396	user_options->self_test_disable	0
TOP.5c92d46a.00031396	user_options->slow_candidates	0
TOP.5c92d46a.00031396	user_options->show	0
TOP.5c92d46a.00031396	user_options->speed_only	0
TOP.5c92d46a.00031396	user_options->status	0
TOP.5c92d46a.00031396	user_options->status_timer	10
TOP.5c92d46a.00031396	user_options->stdout_flag	0
TOP.5c92d46a.00031396	user_options->usage	0
TOP.5c92d46a.00031396	user_options->username	0
TOP.5c92d46a.00031396	user_options->veracrypt_pim	0
TOP.5c92d46a.00031396	user_options->version	0
TOP.5c92d46a.00031396	user_options->workload_profile	2
TOP.5c92d46a.00031396	user_options->brain_client	0
TOP.5c92d46a.00031396	user_options->brain_client_features	3
TOP.5c92d46a.00031396	user_options->brain_server	0
TOP.5c92d46a.00031396	user_options->brain_port	6863
TOP.5c92d46a.00031396	user_options->brain_session	0
TOP.5c92d46a.00031396	hashes->hashfile	hashes.txt
TOP.5c92d46a.00031396	hashes->hashlist_mode	4
TOP.5c92d46a.00031396	hashes->hashlist_format	0
TOP.5c92d46a.00031396	hashes->hashes_cnt	0
TOP.5c92d46a.00031396	hashes->digests_cnt	1
TOP.5c92d46a.00031396	hashes->digests_done	0
TOP.5c92d46a.00031396	hashes->salts_cnt	1
TOP.5c92d46a.00031396	hashes->salts_done	0
TOP.5c92d46a.00031396	SUB.5c92d46c.00028dfc	START
TOP.5c92d46a.00031396	SUB.5c92d46c.00028dfc	straight_ctx->dict	dictionaries\rockyou.txt
TOP.5c92d46a.00031396	SUB.5c92d46c.00028dfc	runtime_start	1553126508
TOP.5c92d46a.00031396	SUB.5c92d46c.00028dfc	runtime_stop	1553126508
TOP.5c92d46a.00031396	SUB.5c92d46c.00028dfc	status-after-work	6
TOP.5c92d46a.00031396	SUB.5c92d46c.00028dfc	STOP
TOP.5c92d46a.00031396	proc_start	1553126506
TOP.5c92d46a.00031396	proc_stop	1553126509
TOP.5c92d46a.00031396	STOP
TOP.5c92d48e.000611f2	START
TOP.5c92d48e.000611f2	user_options->separator	:
TOP.5c92d48e.000611f2	user_options->encoding_from	utf-8
TOP.5c92d48e.000611f2	user_options->encoding_to	utf-8
TOP.5c92d48e.000611f2	user_options->outfile	cracked.txt
TOP.5c92d48e.000611f2	user_options->rule_buf_l	:
TOP.5c92d48e.000611f2	user_options->rule_buf_r	:
TOP.5c92d48e.000611f2	user_options->session	hashcat
TOP.5c92d48e.000611f2	user_options->limit	0
TOP.5c92d48e.000611f2	user_options->skip	0
TOP.5c92d48e.000611f2	user_options->attack_mode	0
TOP.5c92d48e.000611f2	user_options->benchmark	0
TOP.5c92d48e.000611f2	user_options->benchmark_all	0
TOP.5c92d48e.000611f2	user_options->bitmap_max	24
TOP.5c92d48e.000611f2	user_options->bitmap_min	16
TOP.5c92d48e.000611f2	user_options->debug_mode	0
TOP.5c92d48e.000611f2	user_options->example_hashes	0
TOP.5c92d48e.000611f2	user_options->force	0
TOP.5c92d48e.000611f2	user_options->gpu_temp_abort	90
TOP.5c92d48e.000611f2	user_options->gpu_temp_disable	0
TOP.5c92d48e.000611f2	user_options->hash_mode	0
TOP.5c92d48e.000611f2	user_options->hex_charset	0
TOP.5c92d48e.000611f2	user_options->hex_salt	0
TOP.5c92d48e.000611f2	user_options->hex_wordlist	0
TOP.5c92d48e.000611f2	user_options->increment	0
TOP.5c92d48e.000611f2	user_options->increment_max	256
TOP.5c92d48e.000611f2	user_options->increment_min	1
TOP.5c92d48e.000611f2	user_options->keep_guessing	0
TOP.5c92d48e.000611f2	user_options->kernel_accel	0
TOP.5c92d48e.000611f2	user_options->kernel_loops	0
TOP.5c92d48e.000611f2	user_options->keyspace	0
TOP.5c92d48e.000611f2	user_options->left	0
TOP.5c92d48e.000611f2	user_options->logfile_disable	0
TOP.5c92d48e.000611f2	user_options->loopback	0
TOP.5c92d48e.000611f2	user_options->machine_readable	0
TOP.5c92d48e.000611f2	user_options->markov_classic	0
TOP.5c92d48e.000611f2	user_options->markov_disable	0
TOP.5c92d48e.000611f2	user_options->markov_threshold	256
TOP.5c92d48e.000611f2	user_options->nvidia_spin_damp	100
TOP.5c92d48e.000611f2	user_options->opencl_info	0
TOP.5c92d48e.000611f2	user_options->opencl_vector_width	0
TOP.5c92d48e.000611f2	user_options->optimized_kernel_enable	0
TOP.5c92d48e.000611f2	user_options->outfile_autohex	1
TOP.5c92d48e.000611f2	user_options->outfile_check_timer	5
TOP.5c92d48e.000611f2	user_options->outfile_format	3
TOP.5c92d48e.000611f2	user_options->wordlist_autohex_disable	0
TOP.5c92d48e.000611f2	user_options->potfile_disable	0
TOP.5c92d48e.000611f2	user_options->progress_only	0
TOP.5c92d48e.000611f2	user_options->quiet	0
TOP.5c92d48e.000611f2	user_options->remove	0
TOP.5c92d48e.000611f2	user_options->remove_timer	60
TOP.5c92d48e.000611f2	user_options->restore	0
TOP.5c92d48e.000611f2	user_options->restore_disable	0
TOP.5c92d48e.000611f2	user_options->restore_timer	60
TOP.5c92d48e.000611f2	user_options->rp_files_cnt	0
TOP.5c92d48e.000611f2	user_options->rp_gen	0
TOP.5c92d48e.000611f2	user_options->rp_gen_func_max	4
TOP.5c92d48e.000611f2	user_options->rp_gen_func_min	1
TOP.5c92d48e.000611f2	user_options->rp_gen_seed	0
TOP.5c92d48e.000611f2	user_options->runtime	0
TOP.5c92d48e.000611f2	user_options->scrypt_tmto	0
TOP.5c92d48e.000611f2	user_options->segment_size	33554432
TOP.5c92d48e.000611f2	user_options->self_test_disable	0
TOP.5c92d48e.000611f2	user_options->slow_candidates	0
TOP.5c92d48e.000611f2	user_options->show	0
TOP.5c92d48e.000611f2	user_options->speed_only	0
TOP.5c92d48e.000611f2	user_options->status	0
